epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
43,38398.8,1.24657,1.5488,1.31204,0.51964,0.37419,0.38477,0.26811,1.16721,1.39631,1.24883,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,39279.3,1.24012,1.54065,1.30817,0.52362,0.37435,0.38506,0.26828,1.16616,1.39781,1.24759,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,40153.5,1.24019,1.54008,1.30787,0.52789,0.37186,0.38539,0.26844,1.16506,1.40044,1.24669,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,41034.4,1.2387,1.53605,1.30663,0.5263,0.37225,0.38548,0.2689,1.16426,1.40173,1.24569,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,41922.6,1.23936,1.53504,1.30382,0.52672,0.37239,0.38537,0.26902,1.16346,1.4033,1.24497,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,42809.2,1.23553,1.52828,1.30112,0.52956,0.37145,0.38563,0.26923,1.1624,1.40422,1.24373,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,43692.1,1.23614,1.52638,1.30237,0.53522,0.36996,0.38584,0.26955,1.16123,1.40547,1.24271,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,44581.2,1.23371,1.5241,1.29983,0.5298,0.37115,0.38616,0.2701,1.16061,1.40676,1.24199,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,45456.7,1.23426,1.52077,1.29964,0.53397,0.37223,0.38752,0.27121,1.15997,1.40714,1.24113,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,46337.7,1.23225,1.5183,1.29812,0.53299,0.37491,0.38793,0.27168,1.15919,1.40782,1.24019,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,47220.1,1.22895,1.51525,1.29569,0.53498,0.37478,0.38833,0.27211,1.15787,1.40842,1.23891,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,48099.9,1.22928,1.51235,1.29542,0.54172,0.37384,0.38942,0.27312,1.15674,1.40794,1.23774,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,48975.8,1.2278,1.50941,1.29445,0.54546,0.37372,0.38979,0.27339,1.15538,1.40767,1.23631,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,49853.5,1.22677,1.50801,1.29195,0.54064,0.37597,0.39029,0.27363,1.15468,1.40648,1.23539,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,50730.5,1.22368,1.50339,1.29108,0.54179,0.37668,0.39064,0.2742,1.15359,1.40519,1.23444,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,51614.6,1.22476,1.49969,1.29169,0.54294,0.37641,0.39111,0.27501,1.1526,1.40452,1.23344,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,52493.7,1.22095,1.4958,1.28871,0.54871,0.37702,0.39195,0.27596,1.15161,1.40263,1.23205,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,53378,1.22224,1.49573,1.2906,0.54759,0.37682,0.393,0.27682,1.15057,1.40105,1.23091,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,54260,1.22121,1.49348,1.28914,0.5474,0.37728,0.39367,0.27755,1.1486,1.39839,1.22943,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,55145.3,1.21715,1.48688,1.28478,0.55573,0.37407,0.39471,0.27803,1.14738,1.39619,1.22802,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,56030.4,1.21842,1.48471,1.28524,0.56031,0.37266,0.39606,0.27888,1.14635,1.39315,1.22687,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,56911,1.21645,1.48248,1.28442,0.56245,0.3729,0.39684,0.27952,1.14556,1.39148,1.22574,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,57792.8,1.21633,1.47938,1.28201,0.56012,0.37323,0.39773,0.27998,1.14448,1.389,1.22457,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,58672.5,1.21354,1.4773,1.28243,0.55837,0.3742,0.39868,0.28103,1.14324,1.38567,1.22331,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
