epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
44,43689.6,1.24055,1.54597,1.31362,0.50949,0.3748,0.382,0.26378,1.16602,1.4037,1.25337,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,44680.6,1.23961,1.54421,1.31445,0.51114,0.37408,0.38218,0.26434,1.16514,1.40607,1.25272,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,45672.3,1.23812,1.54047,1.31125,0.5122,0.37352,0.38277,0.26489,1.16444,1.40793,1.25196,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,46663.9,1.23888,1.53927,1.31003,0.50727,0.37063,0.38289,0.26491,1.16339,1.40985,1.25122,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,47654.5,1.2361,1.53161,1.30808,0.507,0.37004,0.3834,0.26551,1.16296,1.41139,1.25086,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,48645.8,1.23569,1.52984,1.30819,0.50888,0.37077,0.38432,0.2661,1.16209,1.41304,1.25002,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,49637.5,1.23268,1.52896,1.30542,0.51591,0.37027,0.38418,0.26624,1.16101,1.41291,1.24866,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,50629.3,1.23356,1.52383,1.3064,0.51995,0.36964,0.38516,0.26712,1.16042,1.41314,1.24791,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,51620.8,1.23136,1.52168,1.30262,0.52045,0.3701,0.38644,0.26783,1.16026,1.41394,1.24744,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,52611.8,1.22867,1.51704,1.30189,0.5225,0.3707,0.38718,0.26862,1.15951,1.4137,1.2464,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,53602.2,1.22882,1.51456,1.30326,0.53831,0.37087,0.38893,0.26995,1.1587,1.41365,1.2455,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,54593.2,1.22807,1.5127,1.30128,0.54175,0.37161,0.38982,0.27074,1.1581,1.41378,1.24461,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,55584.3,1.22736,1.51262,1.29941,0.54333,0.37067,0.39017,0.27101,1.15745,1.41396,1.24342,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,56575.8,1.22308,1.50665,1.29699,0.54368,0.37138,0.39062,0.27189,1.15648,1.41335,1.24236,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,57567.3,1.22503,1.5028,1.29663,0.54636,0.37113,0.39162,0.27237,1.15571,1.41305,1.24123,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,58558.6,1.22051,1.49977,1.29509,0.54879,0.37092,0.39262,0.27315,1.15463,1.41178,1.24007,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,59549.5,1.22232,1.49829,1.29563,0.54988,0.37057,0.39332,0.27363,1.15337,1.41039,1.23872,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,60540.5,1.2228,1.49669,1.29524,0.55221,0.37145,0.39455,0.27437,1.15247,1.40863,1.23774,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,61531.5,1.2182,1.49184,1.29159,0.55445,0.37283,0.39586,0.27529,1.15131,1.40693,1.23638,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,62522.7,1.21892,1.48947,1.29219,0.55183,0.37355,0.39701,0.27606,1.14992,1.40399,1.23493,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,63514.1,1.21727,1.48611,1.29142,0.55016,0.37563,0.39797,0.2771,1.14876,1.40143,1.23372,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,64505.9,1.21741,1.48376,1.28818,0.55196,0.37687,0.39897,0.27815,1.14797,1.39892,1.2326,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,65496.9,1.21413,1.4803,1.28759,0.55292,0.37948,0.40082,0.27942,1.14689,1.39576,1.23126,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,66488.1,1.2148,1.48231,1.2879,0.54821,0.37968,0.40156,0.28025,1.14576,1.39234,1.22997,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,67479.3,1.21268,1.47524,1.28645,0.54296,0.38212,0.40241,0.28083,1.14441,1.38951,1.22868,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,68471,1.21026,1.47154,1.28445,0.54436,0.38226,0.40339,0.28144,1.14317,1.38637,1.22739,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,69462.5,1.21135,1.4682,1.28363,0.54518,0.38381,0.40442,0.2823,1.14223,1.38247,1.22633,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,70453.4,1.21032,1.46856,1.28523,0.54713,0.38415,0.40538,0.2834,1.14119,1.37936,1.22522,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,71444.6,1.20989,1.46528,1.28231,0.5472,0.3872,0.40652,0.28434,1.14028,1.37559,1.22423,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,72436.3,1.20739,1.46391,1.28053,0.54733,0.38828,0.40784,0.28532,1.13919,1.37242,1.22293,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,73427.8,1.20623,1.46187,1.28052,0.55128,0.3883,0.40834,0.28573,1.13836,1.36904,1.22163,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,74419.3,1.20405,1.45713,1.27759,0.55189,0.39115,0.40953,0.28647,1.13772,1.36546,1.22059,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,75410.3,1.20489,1.45438,1.27729,0.55108,0.39192,0.41095,0.28743,1.13685,1.36197,1.21966,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
