epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,18208.8,1.26544,1.59832,1.33151,0.51618,0.37078,0.37424,0.25948,1.17266,1.38642,1.25722,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,18762,1.26217,1.59433,1.32906,0.51504,0.36905,0.37486,0.25974,1.17188,1.38686,1.25648,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,19339.6,1.25893,1.58986,1.32802,0.51911,0.36913,0.37495,0.26029,1.17124,1.38728,1.25584,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,19914.5,1.25519,1.58511,1.32618,0.51743,0.36912,0.37549,0.26061,1.17078,1.38819,1.25529,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,20473.7,1.25819,1.58226,1.32459,0.52391,0.36716,0.37556,0.26102,1.17021,1.38944,1.25484,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,21062.9,1.25284,1.57619,1.32213,0.52045,0.36828,0.37625,0.2616,1.16996,1.39076,1.25445,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,21618.2,1.2539,1.57264,1.31927,0.52435,0.36796,0.37662,0.26196,1.16927,1.39165,1.25369,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,22172.2,1.25118,1.57101,1.3175,0.52554,0.36596,0.37661,0.2623,1.16866,1.39407,1.25308,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,22728,1.24845,1.56479,1.31643,0.52528,0.36544,0.37724,0.26266,1.16838,1.39654,1.25261,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,23301.9,1.24867,1.563,1.31602,0.52451,0.36584,0.37765,0.26293,1.16843,1.39934,1.25248,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,23856.2,1.24667,1.55558,1.31409,0.52029,0.36599,0.37781,0.26324,1.16788,1.40192,1.25194,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,24432.5,1.24811,1.55577,1.31346,0.52162,0.36705,0.37869,0.26373,1.16688,1.40367,1.25109,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,24986.5,1.24261,1.54736,1.31008,0.52315,0.36728,0.37917,0.26431,1.16591,1.40568,1.25025,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,25542.9,1.24195,1.5466,1.31034,0.52702,0.3669,0.37924,0.26432,1.16546,1.40755,1.24961,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,26118.9,1.24073,1.54326,1.30774,0.53124,0.36666,0.3802,0.26467,1.16493,1.409,1.24908,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,26673.3,1.24139,1.54089,1.30715,0.53102,0.36545,0.38063,0.26538,1.1643,1.41098,1.24849,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,27227.8,1.23852,1.53578,1.30607,0.53188,0.36555,0.38113,0.26582,1.16356,1.41226,1.24759,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,27796.5,1.23772,1.53432,1.30412,0.53755,0.36577,0.38151,0.26573,1.1632,1.41391,1.24698,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,28362.4,1.23557,1.5324,1.30319,0.53492,0.36679,0.38196,0.26613,1.16264,1.41572,1.24634,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
